timestamp_utc,cycle_index,step_index,commanded_heater_temp_C,step_duration_ms,gas_resistance_ohm,sensor_temperature_C,sensor_humidity_RH,pressure_Pa,backend,i2c_addr,sample_name,specimen_id,storage,notes,profile_name,profile_hash
2025-10-10T16:35:24.459415+00:00,0,1,180,150,67.9428219795227,25.1,40.0,101365.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
2025-10-10T16:35:24.459415+00:00,0,2,220,150,55.58958161960948,25.233333333333334,40.18181818181818,101285.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
2025-10-10T16:35:24.459415+00:00,0,3,260,150,47.03733829351572,25.366666666666667,40.36363636363637,101205.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
2025-10-10T16:35:24.459415+00:00,0,4,300,150,40.76569318771362,25.5,40.54545454545455,101125.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
2025-10-10T16:35:24.459415+00:00,0,5,340,150,35.96972928327672,25.633333333333333,40.72727272727273,101045.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
2025-10-10T16:35:25.460700+00:00,1,1,180,150,56.835279199812156,25.1,40.0,101365.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
2025-10-10T16:35:25.460700+00:00,1,2,220,150,46.50159207257358,25.233333333333334,40.18181818181818,101285.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
2025-10-10T16:35:25.460700+00:00,1,3,260,150,39.347500984485336,25.366666666666667,40.36363636363637,101205.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
2025-10-10T16:35:25.460700+00:00,1,4,300,150,34.10116751988729,25.5,40.54545454545455,101125.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
2025-10-10T16:35:25.460700+00:00,1,5,340,150,30.08926545872408,25.633333333333333,40.72727272727273,101045.0,bme68x_i2c,0x76,Natural Air,NA2,other,Test sample 2,Meat Freshness Sweep v1 (Copy),d1e49b61dfed65f0107fc26d6feba182e94d2cc4
